,Unnamed: 0,FACI_NM,FACI_GB_CD,FACI_GB_NM,FCOB_CD,FCOB_NM,FTYPE_CD,FTYPE_NM,FACI_STAT,FACI_ROAD_POST,FACI_ROAD_ADDR1,FACI_ROAD_ADDR2,FACI_POST,FACI_ADDR1,FACI_ADDR2,FACI_POINT_X,FACI_POINT_Y,서울유무
2086,12373,홍제교 좌안 상류 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 세검정로3길 38,,126.9463425,37.59298781,서울
2270,13474,광장동 실내 배드민턴장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 광진구 서울특별시 광진구 천호대로140길 40,,127.10019799999999,37.54442627,서울
2285,13514,포방교 상류 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 간호대로4길 20-13,,126.94816399999999,37.59837295,서울
2388,13721,구일역 풋살장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 구로동  642-71,,,서울특별시 구로구 서울특별시 구로구 구로동  642-71,,126.8703344,37.493098100000005,서울
2421,13905,도림천 농구장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,"서울특별시 관악구 서림동 도림천, 신림2교",,,,서울
2617,15290,중랑천 노원교 밑,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 도봉2동,,127.046421,37.679332,서울
2618,15291,중랑천 녹천교 밑,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 상계6.7동,,127.05573600000001,37.644667999999996,서울
2619,15292,중랑천 창동교 밑,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창4동,,127.052457,37.654373,서울
2817,15982,창전동 보호수 정자마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 창전동 445,,126.9283453,37.54848712,서울
3201,16547,공덕동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 공덕동 3-53,,126.96172720000001,37.55076957,서울
3277,16851,도화동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 도화2동 353-7,,126.9519631,37.53683655,서울
3324,17197,방학동 공공공지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 방학1동,,127.045474,37.664439,서울
3355,17286,불광천 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 불광천,,,,서울
3403,17553,신남동 테니스장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.996298,37.583666,서울
3439,17825,연남동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 연남동 243,,126.92168629999999,37.56625055,서울
3468,17941,우이천 번창교밑,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창2동,,127.032439,37.642919,서울
3556,18675,향동천 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 덕은1교~구룡사거리,,,,서울
3566,18703,홍제천 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 홍제천,,,,서울
3777,19195,우이천 수유교밑 분수대옆,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 쌍문3동,,127.031081,37.645956,서울
3976,19445,우이천 수유교밑(하천) 시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창2동,,127.03236100000001,37.644451000000004,서울
4045,19626,구일역 게이트볼장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 구로동  642-71,,,서울특별시 구로구 서울특별시 구로구 구로동  642-71,,126.8703344,37.493098100000005,서울
4109,19786,매봉산 배드민턴장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 중구 서울특별시 중구 신당동 산40번지 일대,,127.0063233,37.545365999999994,서울
4113,19800,목감천 배드민턴장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8330.0,"서울특별시 구로구 개봉로20길 158 (개봉동, 현대홈타운2단지)",개봉동 372-1,8330.0,서울특별시 구로구 개봉동 480 현대홈타운2단지,개봉동 372-1,126.86162420000001,37.49161678,서울
4169,19915,성산동 게이트볼장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 성산동 341-2,,126.9002477,37.56319983,서울
4472,20711,안양천 파크골프장(우안),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8200.0,서울특별시 구로구 경인로67나길 52 (신도림동),신도림동 271-64,8200.0,서울특별시 구로구 신도림동 276-1,신도림동 271-64,126.8805409,37.51366142,서울
4473,20712,안양천 파크골프장(좌안),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8220.0,서울특별시 구로구 안양천로539길 11 (고척동),고척동 60-1,8220.0,서울특별시 구로구 고척동 60-34 제니스스포츠클럽,고척동 60-1,126.86996450000001,37.50383074,서울
4716,21081,북아현 야외운동시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,3755.0,서울특별시 서대문구 북아현로6길 103 (북아현동),북아현 야외 운동시설,3755.0,서울특별시 서대문구 북아현동 118-96,북아현 야외 운동시설,126.957149,37.56172773,서울
4926,21337,영천동 야외운동시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 천연동,,126.96110300000001,37.570491,서울
4975,21444,우면산 도시자연공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배3동,,127.008501,37.471446,서울
5264,21873,광장동 실내배드민턴장,P,공공,P09,체육관,P0901,구기체육관,정상운영,4982.0,서울특별시 광진구 천호대로140길 40 (광장동),광장동 실내 배드민턴장,4982.0,서울특별시 광진구 광장동 577-3 광장동 간이실내체육과,광장동 실내 배드민턴장,127.10019799999999,37.54442627,서울
5376,22068,목감천 인라인스케이트장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울 구로구 개봉동 376-5,,152090.0,서울 구로구 개봉동 376-5,,126.85332050000001,37.48268779,서울
5435,22172,대치교_남단,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 대치동 27-14,,127.0734486,37.49918317,서울
5496,22272,농구장(구일역),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 구로동  642-71,,,서울특별시 구로구 서울특별시 구로구 구로동  642-71,,126.8703344,37.493098100000005,서울
5497,22273,농구장(도림천),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8208.0,"서울특별시 구로구 경인로67길 23 (신도림동, 신도림2차푸르지오)",신도림동 330-67,8208.0,서울특별시 구로구 신도림동 338 신도림2차푸르지오,신도림동 330-67,126.88945290000001,37.51049451,서울
5549,22337,농구장(동양미래대 앞),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8221.0,서울특별시 구로구 경인로 445 (고척동),,8221.0,서울특별시 구로구 고척동 62-160 동양미래대학교,구로동 621-8,126.86771999999999,37.50061626,서울
5582,22375,농구장(오류고가하부),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8265.0,서울특별시 구로구 경인로 101 (오류동),,8265.0,서울특별시 구로구 오류동 94-3 화창기공(주),오류동 90-22,126.832521,37.49224739,서울
5634,22442,가꿀공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배4동,,126.987619,37.487916,서울
5653,22494,개뜰공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.04126299999999,37.474016,서울
5655,22498,개포공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 종로1.2.3.4가동,,126.995607,37.58017,서울
5667,22540,계리공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.04056000000001,37.469601000000004,서울
5677,22651,공항해태,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 공항동,,126.815249,37.563555,서울
5684,22671,교대공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초3동,,127.01163600000001,37.494295,서울
5686,22673,구룡공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.048667,37.471571000000004,서울
5696,22720,군민회관,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.998732,37.581945000000005,서울
5700,22741,궁현공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초3동,,127.010403,37.488366,서울
5720,22863,나리공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포본동,,126.98907,37.505282,서울
5741,22932,농구골대,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 모래내로 203,,126.9222406,37.57312011,서울
5743,22948,늘벗공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99804099999999,37.581873,서울
5746,22951,능안공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 내곡동,,127.065688,37.454417,서울
5753,22985,당골공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초1동,,127.02251000000001,37.485458,서울
5763,23332,대림경동,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 가양2동,,126.854735,37.567095,서울
5770,23351,대우효령,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배3동,,126.993357,37.479820000000004,서울
5773,23359,대진공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 일원2동,,127.07878799999999,37.496072999999996,서울
5776,23363,대청공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 일원1동,,127.083375,37.492415,서울
5778,23365,대치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.997996,37.583403999999994,서울
5783,23383,댓골마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥4동,,126.908695,37.459986,서울
5787,23429,도산공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 압구정동,,127.03560300000001,37.523953000000006,서울
5788,23430,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당3동,,126.965819,37.492815,서울
5789,23431,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 상도4동,,126.941074,37.493623,서울
5791,23433,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 상도1동,,126.960646,37.497433,서울
5792,23434,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 흑석동,,126.960352,37.498614,서울
5793,23435,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 흑석동,,126.96126699999999,37.499155,서울
5794,23436,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 흑석동,,126.95751200000001,37.499721,서울
5795,23437,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 상도1동,,126.955504,37.491945,서울
5796,23438,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당3동,,126.973524,37.486593,서울
5797,23439,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 상도4동,,126.940882,37.493353000000006,서울
5798,23440,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당5동,,126.96388600000002,37.485983000000004,서울
5799,23441,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 상도4동,,126.94166200000001,37.493497,서울
5800,23442,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 대방동,,126.92673799999999,37.507754,서울
5801,23443,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 관악구 보라매동,,126.936677,37.491837,서울
5802,23444,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당5동,,126.963908,37.487415000000006,서울
5803,23445,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 대방동,,126.92958899999999,37.510855,서울
5804,23446,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 상도4동,,126.94106299999999,37.492992,서울
5805,23447,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 상도4동,,126.93956999999999,37.493893,서울
5806,23448,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 노량진1동,,126.95366999999999,37.513568,서울
5807,23449,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당2동,,126.981702,37.499798999999996,서울
5808,23450,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 상도1동,,126.94815200000001,37.498751,서울
5809,23451,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당2동,,126.97223899999999,37.493328000000005,서울
5810,23452,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 대방동,,126.92673799999999,37.507754,서울
5811,23453,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당2동,,126.975733,37.49514,서울
5812,23454,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당3동,,126.97131200000001,37.493202000000004,서울
5813,23455,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당4동,,126.96773300000001,37.480302,서울
5814,23456,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 상도3동,,126.939582,37.493325,서울
5815,23457,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당2동,,126.977846,37.497690000000006,서울
5816,23458,도시공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동작구 사당4동,,126.96773300000001,37.480302,서울
5817,23464,독골공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 도곡2동,,127.04683700000001,37.484575,서울
5824,23494,동문공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.02677,37.472722,서울
5827,23503,동산공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.045051,37.47136,서울
5840,23555,뒷벌공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배4동,,126.986892,37.489878000000004,서울
5865,23725,만남공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포본동,,126.98576899999999,37.501591,서울
5904,23867,미도공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포4동,,127.01076599999999,37.501764,서울
5905,23868,미래푸메,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배1동,,126.99466399999999,37.481114,서울
5906,23872,미륵공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 내곡동,,127.057895,37.447456,서울
5913,23970,반원공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포3동,,127.00367800000001,37.509171,서울
5914,23971,반월공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 양천구 신월2동,,126.84906000000001,37.523455,서울
5916,23973,반포리체,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포1동,,127.012454,37.504467,서울
5917,23974,반포자이,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포1동,,127.013377,37.505094,서울
5918,23975,반포주공,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포본동,,126.98576899999999,37.501591,서울
5919,23976,반포주공,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포본동,,126.9835,37.501998,서울
5926,23991,방현공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배3동,,126.991629,37.478227000000004,서울
5927,23992,방화동성,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 방화3동,,126.81259299999999,37.579408,서울
5952,24110,봉은공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99918500000001,37.581873,서울
5968,24186,비석공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.04102900000001,37.478728000000004,서울
5996,24294,새말공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배본동,,126.98866899999999,37.493331,서울
6000,24299,새터공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포3동,,127.006831,37.507973,서울
6004,24307,샛별공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.044743,37.470338,서울
6013,24332,서원공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배1동,,126.999276,37.483284999999995,서울
6016,24339,서초자이,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초1동,,127.020149,37.484851,서울
6081,24656,신동공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 잠원동,,127.01458000000001,37.514063,서울
6084,24660,신사공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.997532,37.583765,서울
6096,24698,쌈지마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 쌈지7길 5(망원2동 451-1),,,,서울
6097,24768,아름공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포3동,,127.00471599999999,37.507342,서울
6099,24820,안골공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 내곡동,,127.06338400000001,37.456139,서울
6100,24822,안산공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배2동,,126.99258300000001,37.480059000000004,서울
6103,24840,암산공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.025572,37.473308,서울
6113,24862,양재공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.03925600000001,37.483333,서울
6123,24935,역삼공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼1동,,127.029675,37.500903,서울
6127,24954,염곡공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 내곡동,,127.054369,37.463144,서울
6128,24955,염창무학,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 염창동,,126.876653,37.551014,서울
6131,25011,예술공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초3동,,127.01467099999999,37.483304,서울
6132,25015,예지공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-15,,,,서울
6133,25016,예지공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 일원2동,,127.073195,37.492020000000004,서울
6145,25179,용말공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.03473500000001,37.463007,서울
6166,25379,윗샘공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 내곡동,,127.07151200000001,37.458206,서울
6174,25484,잔디공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.035476,37.466245,서울
6178,25489,장미공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포본동,,126.98907,37.505282,서울
6184,25500,장안공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초3동,,127.011477,37.491664,서울
6188,25508,잿말공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.01991699999999,37.466254,서울
6192,25515,점말공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포3동,,127.008279,37.510657,서울
6196,25548,정문공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배3동,,126.99961599999999,37.481087,서울
6205,25613,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 가양2동,,126.851271,37.567401000000004,서울
6206,25614,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 가양3동,,126.86056,37.561087,서울
6207,25615,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 우장산동,,126.84319599999999,37.557497999999995,서울
6208,25616,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 가양1동,,126.84055900000001,37.569275,서울
6209,25617,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡8동,,126.84833,37.532697999999996,서울
6210,25618,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌3동,,126.84792,37.558888,서울
6211,25619,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 홍제3동,,126.949694,37.593768,서울
6212,25620,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌1동,,126.85890800000001,37.555831,서울
6213,25621,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 염창동,,126.870967,37.553771999999995,서울
6214,25622,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌2동,,126.86249099999999,37.542654999999996,서울
6215,25623,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡1동,,126.84159199999999,37.530509,서울
6216,25624,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡4동,,126.860813,37.534667,서울
6218,25626,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡본동,,126.84766499999999,37.54405,서울
6219,25627,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡1동,,126.84109699999999,37.535467,서울
6220,25628,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡3동,,126.838416,37.542527,서울
6222,25630,주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡2동,,126.854491,37.531826,서울
6226,25638,주흥공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 잠원동,,127.016706,37.512134,서울
6247,25894,청담공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.996253,37.58354,서울
6248,25900,청두공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배2동,,126.98505300000001,37.480571999999995,서울
6250,25903,청룡공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포4동,,126.999751,37.495908,서울
6251,25904,청룡공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.999298,37.584486,서울
6253,25908,청수공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99649,37.583017,서울
6260,25933,체육공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 중랑구 면목동 1031-451일대,,127.07298689999999,37.58707414,서울
6261,25934,체육공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 중랑구 면목동 727-368일대,,127.07897320000001,37.57338599,서울
6262,25935,체육공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 중랑구 중화동 382-2일대,,127.0728967,37.60136032,서울
6267,25940,초룡공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포본동,,126.991238,37.500712,서울
6277,26013,코아공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포3동,,127.004094,37.508964,서울
6282,26452,탄천공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 이화동,,126.997656,37.581773999999996,서울
6296,26699,푸른공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포본동,,126.991238,37.500712,서울
6309,26857,학동공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-28,,,,서울
6310,26858,학동공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.998177,37.582071,서울
6311,26859,학동공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 논현2동,,127.03877800000001,37.51167,서울
6315,26865,한강타운,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 가양1동,,126.843593,37.571211,서울
6320,26889,한솔공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99654699999999,37.582206,서울
6321,26891,한수공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포본동,,126.98576899999999,37.501591,서울
6324,26903,한티공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 종로1.2.3.4가동,,126.99633200000001,37.580529999999996,서울
6331,26939,햇불공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.037512,37.478305999999996,서울
6337,27059,현대성우,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초4동,,127.024345,37.498216,서울
6350,27115,황실자이,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배1동,,126.99901000000001,37.488913000000004,서울
6353,27127,효자공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.024432,37.473521000000005,서울
